"State" "Account.Length" "Area.Code" "Phone" "Int.l.Plan" "VMail.Plan" "VMail.Message" "Day.Mins" "Day.Calls" "Day.Charge" "Eve.Mins" "Eve.Calls" "Eve.Charge" "Night.Mins" "Night.Calls" "Night.Charge" "Intl.Mins" "Intl.Calls" "Intl.Charge" "CustServ.Calls" "Churn."
"MA" 62 415 "386-2810" "yes" "no" 0 159.7 86 27.15 197.5 76 16.79 121.6 105 5.47 13.9 6 3.75 0 "True."
"MA" 51 415 "389-3206" "no" "no" 0 183.1 99 31.13 160.1 107 13.61 311.8 121 14.03 7 3 1.89 1 "False."
"MA" 102 415 "392-1734" "no" "yes" 31 125.3 92 21.3 141.2 108 12 168.2 68 7.57 6.3 2 1.7 3 "False."
"MA" 150 408 "398-2148" "no" "yes" 27 209.8 112 35.67 155 80 13.18 251.5 111 11.32 7.2 6 1.94 0 "False."
"MA" 101 415 "400-4244" "no" "yes" 21 238 88 40.46 209.6 84 17.82 233 95 10.49 10 5 2.7 2 "False."
"MA" 35 415 "401-3156" "no" "no" 0 105.6 129 17.95 258.2 129 21.95 213.1 77 9.59 8.7 3 2.35 0 "False."
"MA" 56 510 "401-3622" "no" "no" 0 253.2 95 43.04 188 116 15.98 142 133 6.39 4.4 4 1.19 1 "False."
"MA" 97 408 "402-2728" "no" "no" 0 217.6 81 36.99 320.5 51 27.24 150.7 110 6.78 4.2 3 1.13 0 "False."
"MA" 90 408 "406-1730" "no" "no" 0 157.9 72 26.84 234 93 19.89 210 86 9.45 12.2 5 3.29 2 "False."
"MA" 129 510 "408-2712" "yes" "no" 0 192.9 131 32.79 185.5 101 15.77 205.2 130 9.23 10.9 4 2.94 1 "False."
"MA" 123 415 "410-5199" "no" "no" 0 209.4 49 35.6 237.4 117 20.18 239.2 98 10.76 9.8 11 2.65 1 "False."
"MA" 13 408 "411-4293" "no" "no" 0 220.4 100 37.47 211.2 79 17.95 259.3 112 11.67 13.6 8 3.67 2 "False."
"MA" 58 408 "411-6598" "no" "no" 0 174.4 112 29.65 265.8 122 22.59 182.4 87 8.21 0 0 0 4 "False."
"MA" 47 415 "411-7353" "no" "no" 0 155.3 116 26.4 188.2 85 16 247 73 11.12 12.3 4 3.32 3 "False."
"MA" 120 415 "413-5306" "no" "no" 0 137.3 100 23.34 212.2 129 18.04 152.7 92 6.87 10.5 2 2.84 1 "False."
"MA" 66 415 "416-7393" "no" "no" 0 116.4 98 19.79 95.6 74 8.13 181.5 94 8.17 10.5 3 2.84 3 "False."
"MD" 67 415 "330-1835" "no" "no" 0 171.7 80 29.19 110.4 81 9.38 195.4 111 8.79 11.9 4 3.21 2 "False."
"MD" 70 408 "333-1967" "no" "no" 0 170.2 98 28.93 155.2 102 13.19 228.6 76 10.29 15 2 4.05 1 "False."
"MD" 139 415 "335-3133" "no" "no" 0 181.6 119 30.87 335.7 118 28.53 149.8 64 6.74 8.3 6 2.24 4 "False."
"MD" 112 415 "336-5702" "no" "no" 0 170.4 103 28.97 200.2 71 17.02 258.3 100 11.62 11.6 4 3.13 1 "False."
"MD" 163 408 "338-1840" "no" "no" 0 223 120 37.91 227 98 19.3 188.3 125 8.47 8.8 5 2.38 1 "False."
"MD" 106 415 "343-2350" "no" "no" 0 165.3 118 28.1 210 101 17.85 187.2 93 8.42 8.5 3 2.3 2 "False."
"MD" 172 408 "346-5068" "no" "no" 0 287.1 108 48.81 178.4 125 15.16 153.2 98 6.89 14.4 2 3.89 3 "True."
"MD" 107 415 "347-3406" "no" "no" 0 294.9 71 50.13 192.8 78 16.39 148.1 87 6.66 13.2 5 3.56 1 "False."
"MD" 18 408 "347-7898" "no" "no" 0 273.6 93 46.51 114.6 116 9.74 250.6 120 11.28 8.2 4 2.21 1 "False."
"MD" 102 415 "349-7362" "no" "no" 0 271.1 80 46.09 172 133 14.62 169.2 105 7.61 10.3 5 2.78 1 "False."
"MD" 45 415 "350-1040" "no" "no" 0 78.2 127 13.29 253.4 108 21.54 255 100 11.48 18 3 4.86 1 "False."
"MD" 107 415 "350-2384" "no" "no" 0 241.9 102 41.12 126.9 117 10.79 185.6 92 8.35 11.7 6 3.16 0 "False."
"MD" 52 415 "352-1798" "no" "no" 0 209.8 114 35.67 171.3 82 14.56 154.6 119 6.96 9.9 9 2.67 4 "False."
"MD" 88 415 "358-4576" "yes" "no" 0 235.1 98 39.97 251.8 79 21.4 285.9 76 12.87 7.2 2 1.94 4 "False."
"MD" 29 510 "367-1024" "no" "no" 0 195.6 71 33.25 126.4 74 10.74 148.6 87 6.69 14.2 4 3.83 1 "False."
"MD" 84 510 "369-2899" "no" "no" 0 169.5 96 28.82 157.6 94 13.4 98.2 70 4.42 10.6 7 2.86 0 "False."
"MD" 121 510 "369-5526" "no" "no" 0 190.7 103 32.42 183.5 117 15.6 220.8 103 9.94 9.8 4 2.65 3 "False."
"MD" 133 510 "373-7974" "no" "no" 0 295 141 50.15 223.6 101 19.01 229.4 109 10.32 12.9 4 3.48 2 "True."
"MD" 108 415 "375-2184" "yes" "yes" 42 130.1 90 22.12 167 128 14.2 244.7 80 11.01 13.6 5 3.67 3 "True."
"MD" 147 408 "376-4292" "no" "no" 0 274 92 46.58 231.8 82 19.7 283.6 83 12.76 6.2 1 1.67 0 "True."
"MD" 135 408 "383-6029" "yes" "yes" 41 173.1 85 29.43 203.9 107 17.33 122.2 78 5.5 14.6 15 3.94 0 "True."
"MD" 93 510 "384-3299" "yes" "no" 0 131.4 78 22.34 219.7 106 18.67 155.7 103 7.01 11.1 2 3 1 "False."
"MD" 71 415 "386-3766" "no" "yes" 31 115.4 90 19.62 217.4 78 18.48 239.9 102 10.8 13.1 4 3.54 1 "False."
"MD" 79 510 "391-7661" "no" "yes" 31 103.1 90 17.53 243 135 20.66 76.4 92 3.44 12.2 8 3.29 3 "False."
"MD" 97 415 "397-4030" "no" "no" 0 218 86 37.06 184 94 15.64 240.5 110 10.82 6.4 8 1.73 3 "False."
"MD" 165 415 "398-4814" "no" "yes" 39 167.4 113 28.46 172.7 94 14.68 192.6 113 8.67 9.5 4 2.57 3 "False."
"MD" 116 510 "399-5424" "yes" "yes" 27 175.5 137 29.84 210.6 60 17.9 294.8 121 13.27 6.9 5 1.86 1 "False."
"MD" 119 408 "401-9665" "no" "no" 0 239.1 88 40.65 243.5 79 20.7 230.9 92 10.39 10.9 3 2.94 3 "False."
"MD" 83 408 "404-5057" "no" "yes" 38 107.9 90 18.34 140.4 94 11.93 253.6 79 11.41 10.5 2 2.84 0 "False."
"MD" 125 415 "405-1821" "no" "no" 0 224.9 102 38.23 143.8 87 12.22 198.9 105 8.95 8 2 2.16 0 "False."
"MD" 106 510 "408-4142" "no" "no" 0 213.9 95 36.36 151.9 70 12.91 260.1 124 11.7 12.2 5 3.29 3 "False."
"MD" 54 415 "408-6302" "no" "no" 0 273.8 113 46.55 119.6 156 10.17 267.6 117 12.04 11.7 3 3.16 1 "True."
"MD" 189 415 "411-1325" "no" "yes" 30 155.2 116 26.38 195.5 50 16.62 170.1 108 7.65 15.4 6 4.16 1 "False."
"MD" 154 510 "411-2977" "no" "no" 0 154.5 122 26.27 214.2 71 18.21 178 105 8.01 12 2 3.24 3 "False."
"MD" 120 415 "417-2608" "no" "yes" 40 128.1 99 21.78 247.7 78 21.05 199.7 121 8.99 15.6 3 4.21 0 "False."
"MD" 37 415 "420-2000" "yes" "no" 0 106.6 76 18.12 147.4 89 12.53 235.8 113 10.61 9.6 8 2.59 2 "False."
"ME" 116 510 "328-2478" "no" "no" 0 229.3 93 38.98 184.5 111 15.68 168.2 91 7.57 8.8 3 2.38 2 "False."
"ME" 66 510 "331-6270" "no" "no" 0 118 133 20.06 248.1 99 21.09 214.4 122 9.65 5.3 5 1.43 1 "False."
"ME" 25 510 "332-7391" "no" "no" 0 242.6 69 41.24 209 117 17.77 219.7 82 9.89 14.4 6 3.89 2 "False."
"ME" 80 408 "332-9525" "no" "yes" 31 166.4 92 28.29 238.3 74 20.26 150.7 84 6.78 10.7 4 2.89 4 "False."
"ME" 35 408 "345-3934" "no" "no" 0 149.3 113 25.38 242.2 122 20.59 174.3 104 7.84 8.9 6 2.4 2 "False."
"ME" 148 408 "347-9995" "no" "yes" 33 241.7 84 41.09 165.8 84 14.09 160.6 80 7.23 11.3 3 3.05 1 "False."
"ME" 165 408 "350-2012" "no" "no" 0 150.5 75 25.59 193.1 93 16.41 311.6 93 14.02 10.3 2 2.78 1 "False."
"ME" 120 510 "350-5883" "no" "no" 0 198.8 56 33.8 230.1 73 19.56 119.8 81 5.39 9.9 3 2.67 2 "False."
"ME" 100 510 "351-2815" "no" "no" 0 264.5 117 44.97 194 111 16.49 262.7 111 11.82 7.5 4 2.03 2 "False."
"ME" 151 415 "352-8249" "no" "yes" 26 196.5 98 33.41 175.8 111 14.94 221.8 124 9.98 13.4 5 3.62 0 "False."
"ME" 62 415 "358-1346" "yes" "yes" 32 218.4 93 37.13 236.7 132 20.12 192.2 137 8.65 13.2 3 3.56 0 "True."
"ME" 69 510 "368-3808" "no" "no" 0 194.2 122 33.01 242.1 81 20.58 215.8 80 9.71 9.7 3 2.62 2 "False."
"ME" 23 510 "376-9607" "no" "no" 0 113.1 74 19.23 168.8 95 14.35 262.9 126 11.83 6.9 2 1.86 1 "False."
"ME" 52 510 "380-9674" "no" "no" 0 129.3 80 21.98 142.7 101 12.13 258.3 89 11.62 12.3 4 3.32 3 "False."
"ME" 123 408 "381-4562" "no" "no" 0 114.4 91 19.45 216.6 123 18.41 250.6 102 11.28 11 3 2.97 0 "False."
"ME" 118 408 "384-8723" "yes" "yes" 21 156.5 122 26.61 209.2 125 17.78 158.7 81 7.14 11.1 3 3 4 "True."
"ME" 56 408 "385-5688" "no" "no" 0 221.9 112 37.72 278.2 122 23.65 288.1 85 12.96 7.1 5 1.92 0 "False."
"ME" 130 408 "387-6031" "no" "no" 0 176.3 140 29.97 201 104 17.09 161.9 123 7.29 11.3 5 3.05 1 "False."
"ME" 102 510 "390-9627" "no" "no" 0 195.7 116 33.27 209.1 87 17.77 201.1 73 9.05 8.3 3 2.24 1 "False."
"ME" 113 415 "398-4313" "no" "no" 0 215.5 129 36.64 218.7 117 18.59 207.1 91 9.32 6.6 9 1.78 4 "False."
"ME" 41 415 "399-6642" "no" "yes" 30 191.7 109 32.59 193 86 16.41 149.4 93 6.72 11.1 4 3 1 "False."
"ME" 112 415 "403-4816" "no" "no" 0 185.4 114 31.52 191.4 119 16.27 144 78 6.48 10 11 2.7 2 "False."
"ME" 66 510 "404-3592" "no" "no" 0 207.7 85 35.31 196.7 112 16.72 261.7 83 11.78 6.8 3 1.84 1 "False."
"ME" 19 415 "404-5597" "no" "no" 0 201.5 123 34.26 129.2 110 10.98 220.6 98 9.93 12.9 4 3.48 1 "False."
"ME" 88 415 "405-5513" "no" "no" 0 85.7 112 14.57 221.6 70 18.84 190.6 75 8.58 11.6 3 3.13 4 "True."
"ME" 177 415 "406-8809" "no" "no" 0 232.8 106 39.58 175.2 97 14.89 212.2 77 9.55 12.5 7 3.38 2 "False."
"ME" 176 415 "408-6621" "no" "no" 0 223.2 76 37.94 214.4 131 18.22 154.4 80 6.95 10.1 2 2.73 3 "False."
"ME" 205 510 "413-4039" "no" "yes" 24 175.8 139 29.89 155 98 13.18 180.7 64 8.13 7.8 5 2.11 2 "False."
"ME" 175 415 "415-6127" "no" "no" 0 132 95 22.44 231.2 74 19.65 313.4 108 14.1 8.7 10 2.35 1 "False."
"ME" 79 415 "415-6578" "no" "no" 0 213.6 110 36.31 234.9 121 19.97 229.6 157 10.33 8.8 3 2.38 2 "False."
"ME" 88 415 "420-5179" "no" "no" 0 192 91 32.64 127.6 127 10.85 155.6 125 7 7.5 5 2.03 1 "False."
"MI" 83 510 "333-7460" "no" "yes" 26 226.4 117 38.49 234.7 97 19.95 133.6 82 6.01 10.8 7 2.92 1 "False."
"MI" 102 510 "336-4656" "no" "no" 0 102.6 89 17.44 246 77 20.91 170.5 140 7.67 9.1 4 2.46 2 "False."
"MI" 97 408 "337-4749" "no" "yes" 32 168.4 129 28.63 225.9 97 19.2 191.8 95 8.63 8.5 7 2.3 0 "False."
"MI" 108 408 "341-9890" "yes" "no" 0 115.1 114 19.57 211.3 70 17.96 136.1 85 6.12 13.8 3 3.73 2 "True."
"MI" 61 415 "342-8348" "no" "no" 0 188.9 105 32.11 153.6 116 13.06 213.3 106 9.6 10.2 2 2.75 2 "False."
"MI" 91 408 "345-2448" "no" "no" 0 134.7 116 22.9 295.3 98 25.1 195.5 121 8.8 6.6 5 1.78 2 "False."
"MI" 105 415 "345-2863" "no" "yes" 29 179.4 113 30.5 275.4 100 23.41 246.1 105 11.07 10 5 2.7 0 "False."
"MI" 53 415 "346-5707" "no" "no" 0 57.5 95 9.78 265.5 131 22.57 244.3 128 10.99 11.6 6 3.13 3 "False."
"MI" 86 510 "349-2808" "no" "yes" 41 119 101 20.23 230 134 19.55 236.9 58 10.66 9.5 3 2.57 0 "False."
"MI" 61 415 "349-5617" "no" "yes" 33 270.7 53 46.02 200.7 116 17.06 201.7 102 9.08 10.9 3 2.94 3 "True."
"MI" 101 510 "350-2832" "no" "no" 0 190.7 72 32.42 208.6 103 17.73 203.8 111 9.17 8.8 8 2.38 1 "False."
"MI" 137 510 "355-9508" "no" "no" 0 206.4 122 35.09 128 102 10.88 194.5 84 8.75 8.8 5 2.38 2 "False."
"MI" 142 415 "358-2694" "yes" "no" 0 140.8 140 23.94 228.6 119 19.43 152.9 88 6.88 10.9 7 2.94 1 "False."
"MI" 93 415 "366-7247" "yes" "no" 0 216.9 61 36.87 207.4 120 17.63 221.7 110 9.98 17.5 5 4.73 1 "True."
"MI" 51 415 "373-1448" "no" "no" 0 229.7 129 39.05 336 104 28.56 192.8 128 8.68 9.6 1 2.59 1 "False."
"MI" 105 415 "376-5213" "no" "no" 0 226.9 106 38.57 182.2 77 15.49 203.9 107 9.18 11.6 2 3.13 0 "False."
"MI" 108 408 "378-6276" "no" "yes" 32 209.5 108 35.62 109.6 64 9.32 189.7 145 8.54 9.1 6 2.46 6 "True."
"MI" 148 415 "385-1118" "yes" "no" 0 233.5 81 39.7 187.7 71 15.95 122.3 97 5.5 9.6 2 2.59 0 "False."
"MI" 74 415 "386-4215" "no" "no" 0 124.8 114 21.22 133 121 11.31 160.3 85 7.21 10.6 7 2.86 3 "False."
"MI" 55 415 "387-6912" "no" "yes" 20 207.7 91 35.31 199.7 113 16.97 216.5 110 9.74 7.3 1 1.97 1 "False."
"MI" 132 408 "389-4608" "no" "no" 0 291.2 104 49.5 234.2 132 19.91 191.7 87 8.63 8.9 3 2.4 1 "True."
"MI" 91 415 "390-7930" "no" "no" 0 154.4 165 26.25 168.3 121 14.31 239.9 81 10.8 11.7 4 3.16 5 "True."
"MI" 120 415 "390-8876" "no" "no" 0 150.6 85 25.6 119 128 10.12 232.9 123 10.48 6.4 2 1.73 1 "False."
"MI" 67 510 "392-4929" "no" "yes" 35 245.4 89 41.72 148.2 102 12.6 274 136 12.33 7.5 6 2.03 1 "False."
"MI" 135 415 "393-2524" "no" "no" 0 239.9 91 40.78 177.1 104 15.05 217.2 118 9.77 5.9 3 1.59 2 "False."
"MI" 81 415 "393-6840" "yes" "no" 0 149.4 68 25.4 171.9 98 14.61 214.5 97 9.65 17.9 3 4.83 3 "True."
"MI" 126 415 "394-3048" "yes" "yes" 26 129.3 123 21.98 176.5 114 15 154.5 102 6.95 9.6 7 2.59 1 "False."
"MI" 63 510 "396-1278" "no" "no" 0 185.3 87 31.5 225.3 87 19.15 194.3 93 8.74 11.7 3 3.16 0 "False."
"MI" 115 415 "402-4501" "no" "yes" 26 155.2 110 26.38 230.9 133 19.63 261.6 100 11.77 4.5 4 1.22 0 "False."
"MI" 109 415 "402-9691" "yes" "yes" 26 217.2 138 36.92 145.5 111 12.37 280.7 76 12.63 9.3 3 2.51 0 "False."
"MI" 120 408 "409-3786" "no" "no" 0 165 100 28.05 317.2 83 26.96 119.2 86 5.36 8.3 8 2.24 1 "False."
"MI" 82 415 "415-8200" "no" "no" 0 135.4 102 23.02 237.1 122 20.15 118.3 91 5.32 17.5 4 4.73 0 "False."
"MI" 53 510 "417-3702" "no" "yes" 37 167.3 99 28.44 194.7 99 16.55 236.7 112 10.65 12 9 3.24 2 "False."
"MI" 140 415 "419-9097" "no" "no" 0 231.9 101 39.42 160.1 94 13.61 110.4 98 4.97 14.3 6 3.86 3 "False."
"MI" 112 510 "420-1383" "no" "no" 0 243.4 77 41.38 182.1 97 15.48 259.2 94 11.66 12.8 2 3.46 1 "False."
"MN" 84 415 "333-6296" "no" "no" 0 216.1 114 36.74 197.5 107 16.79 217.8 104 9.8 9.8 3 2.65 1 "False."
"MN" 186 415 "335-3913" "no" "yes" 26 74.3 107 12.63 177.3 116 15.07 296.3 90 13.33 14.5 3 3.92 2 "False."
"MN" 116 510 "337-3769" "no" "no" 0 201.8 82 34.31 231.5 95 19.68 226.1 130 10.17 16.5 5 4.46 0 "False."
"MN" 135 408 "340-8177" "no" "no" 0 155.2 100 26.38 135.9 84 11.55 184.6 82 8.31 3.8 9 1.03 3 "False."
"MN" 125 415 "343-2689" "no" "no" 0 240.7 82 40.92 269.4 85 22.9 187.1 74 8.42 10.1 3 2.73 0 "True."
"MN" 92 510 "344-7470" "no" "no" 0 212.4 105 36.11 224.6 118 19.09 221.3 105 9.96 9 4 2.43 1 "False."
"MN" 46 408 "351-6574" "no" "no" 0 156.4 105 26.59 185.5 98 15.77 226.7 96 10.2 11.8 3 3.19 1 "False."
"MN" 65 510 "354-8491" "no" "yes" 29 158.1 104 26.88 322.2 81 27.39 210 96 9.45 8.9 6 2.4 1 "False."
"MN" 51 510 "355-9581" "no" "no" 0 259.9 114 44.18 176.2 94 14.98 77.2 112 3.47 15.3 1 4.13 1 "False."
"MN" 53 415 "358-3261" "no" "yes" 24 145.7 146 24.77 220.5 136 18.74 249.9 96 11.25 13.1 5 3.54 3 "False."
"MN" 37 415 "360-7404" "no" "yes" 20 264.7 81 45 216.5 110 18.4 210.7 102 9.48 10.4 7 2.81 0 "True."
"MN" 85 415 "363-1208" "no" "no" 0 255.3 114 43.4 194.6 83 16.54 276.6 78 12.45 3.7 5 1 3 "False."
"MN" 113 408 "365-9011" "yes" "no" 0 125.2 93 21.28 206.4 119 17.54 129.3 139 5.82 8.3 8 2.24 0 "False."
"MN" 81 415 "369-2625" "no" "no" 0 198.4 93 33.73 210.9 108 17.93 193.3 71 8.7 10.4 6 2.81 2 "False."
"MN" 163 408 "371-5655" "no" "yes" 22 215.1 91 36.57 138.9 102 11.81 146.2 109 6.58 12.4 2 3.35 2 "False."
"MN" 157 510 "372-6920" "no" "no" 0 185.1 92 31.47 213 85 18.11 196.1 85 8.82 8.5 5 2.3 2 "False."
"MN" 173 510 "372-7990" "no" "no" 0 291.8 143 49.61 214.3 134 18.22 151.2 119 6.8 9.9 2 2.67 0 "True."
"MN" 52 415 "376-4271" "no" "yes" 32 130.1 68 22.12 247.2 77 21.01 289.4 87 13.02 13.5 5 3.65 2 "False."
"MN" 152 415 "378-9542" "no" "no" 0 317.8 60 54.03 152.9 100 13 123.4 63 5.55 10.4 7 2.81 1 "False."
"MN" 79 408 "383-4319" "no" "yes" 32 50.6 62 8.6 201.4 87 17.12 146.8 121 6.61 4.2 4 1.13 2 "False."
"MN" 98 415 "384-7459" "no" "no" 0 72.8 107 12.38 186.4 103 15.84 175.3 110 7.89 10.5 4 2.84 3 "False."
"MN" 99 408 "388-4459" "no" "no" 0 128.8 86 21.9 203.9 105 17.33 282.6 131 12.72 14.1 4 3.81 2 "False."
"MN" 122 415 "389-2477" "no" "no" 0 234.1 101 39.8 200.2 121 17.02 237.4 89 10.68 13.1 9 3.54 2 "False."
"MN" 125 415 "390-9735" "yes" "yes" 29 260.8 81 44.34 163.7 112 13.91 271.7 117 12.23 17 6 4.59 1 "True."
"MN" 161 415 "394-8086" "no" "yes" 39 218.5 76 37.15 112.7 94 9.58 205.1 121 9.23 7.3 4 1.97 1 "False."
"MN" 55 415 "397-6109" "no" "no" 0 175.6 147 29.85 161.8 118 13.75 289.5 55 13.03 9.3 4 2.51 0 "False."
"MN" 30 408 "399-4800" "no" "no" 0 54 68 9.18 179.3 96 15.24 247.2 101 11.12 10.2 8 2.75 1 "False."
"MN" 95 415 "401-7803" "no" "no" 0 149.2 96 25.36 260.7 116 22.16 201 120 9.05 8.1 2 2.19 1 "False."
"MN" 132 510 "406-4720" "no" "no" 0 121.5 88 20.66 253 124 21.51 195.7 120 8.81 10.7 4 2.89 1 "False."
"MN" 62 415 "409-2111" "no" "no" 0 147.1 91 25.01 190.4 107 16.18 195.2 115 8.78 12.2 3 3.29 0 "False."
"MN" 94 415 "412-4399" "no" "no" 0 181.5 98 30.86 199.9 88 16.99 287.7 114 12.95 6.6 5 1.78 1 "False."
"MN" 134 415 "414-7446" "no" "no" 0 244.1 99 41.5 246.9 111 20.99 200 133 9 7.2 2 1.94 0 "False."
"MN" 113 408 "417-5146" "no" "no" 0 158.9 137 27.01 242.8 109 20.64 247.8 97 11.15 6.5 4 1.76 0 "False."
"MN" 90 408 "421-5994" "no" "no" 0 142.4 126 24.21 126.2 118 10.73 274.2 71 12.34 4.6 4 1.24 1 "False."
"MO" 147 415 "329-9001" "yes" "no" 0 157 79 26.69 103.1 94 8.76 211.8 96 9.53 7.1 6 1.92 0 "False."
"MO" 56 415 "331-5919" "no" "no" 0 137.2 111 23.32 165.9 119 14.1 182.3 72 8.2 14.3 4 3.86 1 "False."
"MO" 36 415 "336-1462" "no" "no" 0 202.4 115 34.41 230.7 115 19.61 202 127 9.09 10.2 2 2.75 3 "False."
"MO" 66 415 "339-9453" "no" "yes" 36 106.7 76 18.14 209.8 77 17.83 190.4 117 8.57 12.1 2 3.27 1 "False."
"MO" 107 415 "344-9943" "no" "yes" 22 281.1 83 47.79 143.7 130 12.21 239.4 128 10.77 11.2 9 3.02 1 "False."
"MO" 6 510 "350-9994" "no" "no" 0 183.6 117 31.21 256.7 72 21.82 178.6 79 8.04 10.2 2 2.75 1 "False."
"MO" 20 415 "353-2630" "no" "no" 0 190 109 32.3 258.2 84 21.95 181.5 102 8.17 6.3 6 1.7 0 "False."
"MO" 98 415 "354-3237" "no" "no" 0 221.2 80 37.6 213.6 104 18.16 291.8 89 13.13 11.9 3 3.21 4 "False."
"MO" 55 510 "362-1146" "no" "no" 0 189 100 32.13 118.5 99 10.07 248.1 87 11.16 17.1 6 4.62 0 "False."
"MO" 83 408 "362-2356" "no" "no" 0 117.9 101 20.04 160.4 92 13.63 235.3 150 10.59 11.4 10 3.08 0 "False."
"MO" 61 408 "364-1969" "no" "no" 0 45 108 7.65 151.3 74 12.86 152.9 94 6.88 9.8 6 2.65 2 "False."
"MO" 85 415 "367-8924" "no" "no" 0 126.1 112 21.44 274.7 126 23.35 184.4 95 8.3 9.8 4 2.65 1 "False."
"MO" 161 510 "369-8005" "no" "no" 0 221.7 95 37.69 193 82 16.41 194.1 113 8.73 6.5 4 1.76 3 "False."
"MO" 116 408 "371-1139" "no" "no" 0 51.1 106 8.69 208.6 137 17.73 198 92 8.91 12.3 3 3.32 1 "False."
"MO" 103 408 "372-9816" "no" "yes" 24 111.8 85 19.01 239.6 102 20.37 268.3 81 12.07 6.9 4 1.86 1 "False."
"MO" 95 415 "374-7787" "yes" "no" 0 165.5 84 28.14 286.2 112 24.33 198.9 89 8.95 11.5 2 3.11 1 "False."
"MO" 101 415 "375-3341" "yes" "no" 0 156.4 116 26.59 130.4 114 11.08 207.3 109 9.33 7.3 5 1.97 1 "False."
"MO" 36 408 "383-5474" "no" "no" 0 177.9 129 30.24 224.6 87 19.09 306.3 102 13.78 10.8 6 2.92 2 "False."
"MO" 72 415 "385-2564" "no" "no" 0 165.9 114 28.2 235.9 97 20.05 210.1 120 9.45 12 5 3.24 2 "False."
"MO" 45 408 "385-8406" "no" "no" 0 207.6 71 35.29 152.7 94 12.98 217.8 125 9.8 12.4 13 3.35 1 "False."
"MO" 64 510 "389-1475" "no" "yes" 48 94.4 104 16.05 136.2 101 11.58 147.4 89 6.63 4.5 4 1.22 0 "False."
"MO" 119 408 "390-1612" "no" "yes" 32 142.6 77 24.24 208.2 126 17.7 171 102 7.69 12 2 3.24 3 "False."
"MO" 164 408 "400-3497" "no" "yes" 25 219.1 88 37.25 151.5 99 12.88 50.1 60 2.25 14.3 6 3.86 1 "False."
"MO" 152 408 "404-4611" "no" "no" 0 101.2 122 17.2 141.6 87 12.04 198.5 124 8.93 7.5 3 2.03 2 "False."
"MO" 80 408 "405-4420" "yes" "yes" 15 159.3 110 27.08 170.6 120 14.5 141.2 82 6.35 11.9 5 3.21 1 "False."
"MO" 138 415 "408-1340" "no" "yes" 29 190.1 87 32.32 223.2 123 18.97 256.2 130 11.53 14.2 6 3.83 0 "False."
"MO" 112 510 "409-1244" "no" "yes" 36 113.7 117 19.33 157.5 82 13.39 177.6 118 7.99 10 3 2.7 2 "False."
"MO" 42 415 "410-5250" "no" "no" 0 184.5 98 31.37 200.5 93 17.04 279.2 91 12.56 8.8 3 2.38 2 "False."
"MO" 79 408 "411-5958" "no" "no" 0 261.7 97 44.49 210.6 48 17.9 256.7 83 11.55 6 3 1.62 3 "False."
"MO" 101 415 "417-7913" "yes" "no" 0 133.5 51 22.7 219.6 96 18.67 210 74 9.45 11.7 4 3.16 1 "False."
"MO" 15 415 "417-9814" "no" "no" 0 135.2 101 22.98 152.5 79 12.96 224.8 83 10.12 8.4 5 2.27 2 "False."
"MS" 102 510 "329-9689" "yes" "no" 0 224.2 81 38.11 243.3 90 20.68 147.8 66 6.65 12 8 3.24 3 "False."
"MS" 131 415 "333-9002" "no" "no" 0 131.6 95 22.37 179.3 109 15.24 251.2 129 11.3 15.5 3 4.19 1 "False."
"MS" 155 408 "334-3142" "no" "no" 0 163 93 27.71 203.9 102 17.33 159 109 7.15 15.1 4 4.08 2 "False."
"MS" 162 415 "335-4858" "no" "no" 0 70.7 108 12.02 157.5 87 13.39 154.8 82 6.97 9.1 3 2.46 4 "True."
"MS" 68 415 "340-2239" "no" "no" 0 94.1 93 16 147.6 80 12.55 213.5 85 9.61 10.1 2 2.73 0 "False."
"MS" 107 510 "340-8875" "yes" "no" 0 273.5 104 46.5 183.8 68 15.62 153.8 67 6.92 11 9 2.97 2 "False."
"MS" 105 415 "343-9654" "no" "no" 0 101.4 48 17.24 159.1 119 13.52 259.2 53 11.66 12.2 2 3.29 1 "False."
"MS" 121 415 "344-2260" "no" "yes" 21 126.3 84 21.47 209.6 102 17.82 192.5 129 8.66 10.6 2 2.86 1 "False."
"MS" 137 510 "346-2347" "no" "no" 0 147.2 119 25.02 192.8 91 16.39 172.7 105 7.77 10.2 4 2.75 1 "False."
"MS" 130 510 "347-3895" "no" "no" 0 203.9 63 34.66 191.8 93 16.3 132.5 125 5.96 12.1 4 3.27 3 "False."
"MS" 136 415 "348-7071" "no" "yes" 24 174.6 76 29.68 176.6 114 15.01 214.4 91 9.65 8.8 5 2.38 2 "False."
"MS" 124 415 "358-1922" "no" "no" 0 251.5 85 42.76 214.2 98 18.21 186.1 71 8.37 11.1 6 3 3 "False."
"MS" 43 510 "358-3691" "no" "no" 0 159.5 99 27.12 119.7 149 10.17 173.9 126 7.83 6.8 3 1.84 2 "False."
"MS" 78 415 "358-5721" "no" "no" 0 87.7 74 14.91 214.8 58 18.26 201.3 147 9.06 10.8 6 2.92 1 "False."
"MS" 78 408 "361-7283" "no" "no" 0 108.6 108 18.46 209.9 126 17.84 222.6 117 10.02 7.9 5 2.13 1 "False."
"MS" 76 408 "368-8972" "no" "no" 0 173.2 93 29.44 131.2 80 11.15 170.9 104 7.69 5.4 3 1.46 0 "False."
